task_id,label,confidence,timestamp
1e28100e,Clase_99,0.7246,2026-03-13T11:43:49.839368
caeb9a9a,Clase_99,0.723,2026-03-13T11:43:52.725688
fe13d6e6,Clase_99,0.7253,2026-03-13T11:43:56.488032
2282cf88,Clase_99,0.7226,2026-03-13T11:43:58.826970
a4074002,Clase_99,0.7229,2026-03-13T11:44:00.461914
e2efdbe1,Clase_99,0.7244,2026-03-13T11:44:01.615126
f851f9cf,Clase_99,0.7264,2026-03-13T11:44:04.387344
2484c255,Clase_99,0.7256,2026-03-13T11:44:05.317605
ab35d983,Clase_99,0.7225,2026-03-13T11:44:07.661520
77cac8e5,Clase_99,0.724,2026-03-13T11:44:08.720559
075be924,Clase_99,0.7237,2026-03-13T11:44:10.600488
07c9a98b,Clase_99,0.7242,2026-03-13T11:44:12.401120
e3c853b5,Clase_99,0.723,2026-03-13T11:44:13.425151
100e2ffc,Clase_99,0.7261,2026-03-13T11:44:14.443163
5f704ee1,Clase_99,0.7295,2026-03-13T11:44:21.472343
bffb97f2,Clase_99,0.7237,2026-03-13T11:44:22.368650
374d151b,Clase_99,0.7269,2026-03-13T11:44:23.278104
aedc47e9,Clase_99,0.7251,2026-03-13T11:44:24.167697
cc00a663,Clase_99,0.7265,2026-03-13T11:44:32.176598
4bda889d,Clase_99,0.7267,2026-03-13T11:44:35.354391
c4f0aad5,Clase_99,0.7245,2026-03-13T11:44:36.108173
cb979e07,Clase_99,0.7209,2026-03-13T11:44:41.393209
e6af00da,Clase_99,0.7269,2026-03-13T11:44:44.249203
63f1a49a,Clase_99,0.7251,2026-03-13T11:44:46.223547
a336cb29,Clase_99,0.7218,2026-03-13T11:44:47.253704
fb21c314,Clase_99,0.7301,2026-03-13T11:44:48.272968
b524f878,Clase_99,0.7223,2026-03-13T11:44:49.248283
57b75ae5,Clase_99,0.7265,2026-03-13T11:44:51.042366
f3179bbf,Clase_99,0.7249,2026-03-13T11:44:52.253693
915f94b2,Clase_99,0.7236,2026-03-13T11:44:53.356663
0c0c546a,Clase_99,0.7248,2026-03-13T20:12:50.440743
